txn_date,year,month,month_name,daily_txn_count,daily_volume_eur,daily_avg_amount,daily_avg_risk_score,daily_flagged_count,daily_off_hours_count,high_value_count,avg_daily_txn_count,avg_daily_volume_eur,txn_count_vs_avg,volume_vs_avg_eur,txn_deviation_pct,anomaly_type
2023-07-22,2023,7,Jul,11,213098.78,19372.62,17.19,1,1,1,16.44,153578.06,-5.44,59520.72,-33.09,NORMAL
2023-07-23,2023,7,Jul,14,41714.2,2979.59,17.3,0,3,0,16.44,153578.06,-2.44,-111863.86,-14.84,NORMAL
2023-07-24,2023,7,Jul,18,93304.68,5183.59,17.04,1,7,1,16.44,153578.06,1.56,-60273.38,9.49,NORMAL
2023-07-25,2023,7,Jul,21,171939.25,8187.58,19.21,2,6,1,16.44,153578.06,4.56,18361.19,27.74,NORMAL
2023-07-26,2023,7,Jul,16,27624.31,1726.52,15.62,1,4,0,16.44,153578.06,-0.44,-125953.75,-2.68,NORMAL
2023-07-27,2023,7,Jul,14,1108158.97,79154.21,22.41,1,6,2,16.44,153578.06,-2.44,954580.91,-14.84,NORMAL
2023-07-28,2023,7,Jul,14,84444.49,6031.75,20.95,2,8,0,16.44,153578.06,-2.44,-69133.57,-14.84,NORMAL
2023-07-29,2023,7,Jul,15,122845.86,8189.72,23.01,1,4,1,16.44,153578.06,-1.44,-30732.2,-8.76,NORMAL
2023-07-30,2023,7,Jul,12,7239.24,603.27,10.61,0,4,0,16.44,153578.06,-4.44,-146338.82,-27.01,NORMAL
2023-07-31,2023,7,Jul,14,192795.61,13771.12,28.82,2,7,1,16.44,153578.06,-2.44,39217.55,-14.84,NORMAL
2023-08-01,2023,8,Aug,18,485921.13,26995.62,15.88,1,7,1,16.44,153578.06,1.56,332343.07,9.49,NORMAL
2023-08-02,2023,8,Aug,21,378036.24,18001.73,18.69,2,7,2,16.44,153578.06,4.56,224458.18,27.74,NORMAL
2023-08-03,2023,8,Aug,15,260116.99,17341.13,18.25,1,4,1,16.44,153578.06,-1.44,106538.93,-8.76,NORMAL
2023-08-04,2023,8,Aug,19,143170.92,7535.31,16.75,0,6,1,16.44,153578.06,2.56,-10407.14,15.57,NORMAL
2023-08-05,2023,8,Aug,18,77078.68,4282.15,19.37,0,7,0,16.44,153578.06,1.56,-76499.38,9.49,NORMAL
2023-08-06,2023,8,Aug,16,40024.13,2501.51,13.63,0,7,0,16.44,153578.06,-0.44,-113553.93,-2.68,NORMAL
2023-08-07,2023,8,Aug,26,438251.94,16855.84,23.21,3,12,2,16.44,153578.06,9.56,284673.88,58.15,VOLUME SPIKE
2023-08-08,2023,8,Aug,19,96496.84,5078.78,14.1,0,6,0,16.44,153578.06,2.56,-57081.22,15.57,NORMAL
2023-08-09,2023,8,Aug,21,51123.36,2434.45,15.56,0,5,0,16.44,153578.06,4.56,-102454.7,27.74,NORMAL
2023-08-10,2023,8,Aug,16,298934.63,18683.41,26.27,1,10,1,16.44,153578.06,-0.44,145356.57,-2.68,NORMAL
2023-08-11,2023,8,Aug,11,7569.61,688.15,11.8,0,3,0,16.44,153578.06,-5.44,-146008.45,-33.09,NORMAL
2023-08-12,2023,8,Aug,13,121309.8,9331.52,22.54,1,6,1,16.44,153578.06,-3.44,-32268.26,-20.92,NORMAL
2023-08-13,2023,8,Aug,16,67080.83,4192.55,14.33,0,3,1,16.44,153578.06,-0.44,-86497.23,-2.68,NORMAL
2023-08-14,2023,8,Aug,20,30663.81,1533.19,15.17,0,8,0,16.44,153578.06,3.56,-122914.25,21.65,NORMAL
2023-08-15,2023,8,Aug,13,222771.72,17136.29,12.49,1,4,1,16.44,153578.06,-3.44,69193.66,-20.92,NORMAL
2023-08-16,2023,8,Aug,19,156922.08,8259.06,17.26,0,5,1,16.44,153578.06,2.56,3344.02,15.57,NORMAL
2023-08-17,2023,8,Aug,17,131777.79,7751.63,15.11,0,5,1,16.44,153578.06,0.56,-21800.27,3.41,NORMAL
2023-08-18,2023,8,Aug,10,33758.84,3375.88,20.09,0,4,0,16.44,153578.06,-6.44,-119819.22,-39.17,NORMAL
2023-08-19,2023,8,Aug,13,13531.46,1040.88,12.35,0,3,0,16.44,153578.06,-3.44,-140046.6,-20.92,NORMAL
2023-08-20,2023,8,Aug,19,133348.77,7018.36,14.01,1,6,1,16.44,153578.06,2.56,-20229.29,15.57,NORMAL
2023-08-21,2023,8,Aug,14,247310.7,17665.05,15.99,1,7,1,16.44,153578.06,-2.44,93732.64,-14.84,NORMAL
2023-08-22,2023,8,Aug,17,40700.56,2394.15,19.18,0,6,0,16.44,153578.06,0.56,-112877.5,3.41,NORMAL
2023-08-23,2023,8,Aug,16,161741.5,10108.84,21.97,1,6,1,16.44,153578.06,-0.44,8163.44,-2.68,NORMAL
2023-08-24,2023,8,Aug,10,3836.39,383.64,11.91,0,5,0,16.44,153578.06,-6.44,-149741.67,-39.17,NORMAL
2023-08-25,2023,8,Aug,11,19721.25,1792.84,15.54,0,5,0,16.44,153578.06,-5.44,-133856.81,-33.09,NORMAL
2023-08-26,2023,8,Aug,12,33236.04,2769.67,7.9,0,3,0,16.44,153578.06,-4.44,-120342.02,-27.01,NORMAL
2023-08-27,2023,8,Aug,14,29196.76,2085.48,18.1,0,4,0,16.44,153578.06,-2.44,-124381.3,-14.84,NORMAL
2023-08-28,2023,8,Aug,16,79896.51,4993.53,15.16,1,7,1,16.44,153578.06,-0.44,-73681.55,-2.68,NORMAL
2023-08-29,2023,8,Aug,11,283700.51,25790.96,25.01,1,6,2,16.44,153578.06,-5.44,130122.45,-33.09,NORMAL
2023-08-30,2023,8,Aug,14,149954.09,10711.01,26.68,2,5,1,16.44,153578.06,-2.44,-3623.97,-14.84,NORMAL
2023-08-31,2023,8,Aug,20,48381.9,2419.1,15.28,0,6,0,16.44,153578.06,3.56,-105196.16,21.65,NORMAL
2023-09-01,2023,9,Sep,12,11343.95,945.33,16.64,0,2,0,16.44,153578.06,-4.44,-142234.11,-27.01,NORMAL
2023-09-02,2023,9,Sep,14,20627.1,1473.36,15.76,1,4,0,16.44,153578.06,-2.44,-132950.96,-14.84,NORMAL
2023-09-03,2023,9,Sep,19,166193.29,8747.02,21.36,2,7,1,16.44,153578.06,2.56,12615.23,15.57,NORMAL
2023-09-04,2023,9,Sep,8,71532.71,8941.59,17.34,0,2,0,16.44,153578.06,-8.44,-82045.35,-51.34,VOLUME DROP
2023-09-05,2023,9,Sep,22,190147.31,8643.06,16.25,1,3,1,16.44,153578.06,5.56,36569.25,33.82,NORMAL
2023-09-06,2023,9,Sep,22,108572.7,4935.12,15.33,0,4,0,16.44,153578.06,5.56,-45005.36,33.82,NORMAL
2023-09-07,2023,9,Sep,12,93788.61,7815.72,26.64,2,7,1,16.44,153578.06,-4.44,-59789.45,-27.01,NORMAL
2023-09-08,2023,9,Sep,14,89621.56,6401.54,19.6,1,4,1,16.44,153578.06,-2.44,-63956.5,-14.84,NORMAL
2023-09-09,2023,9,Sep,16,30694.75,1918.42,11.72,0,6,0,16.44,153578.06,-0.44,-122883.31,-2.68,NORMAL
2023-09-10,2023,9,Sep,8,85264.98,10658.12,27.58,1,3,1,16.44,153578.06,-8.44,-68313.08,-51.34,VOLUME DROP
2023-09-11,2023,9,Sep,7,3700.96,528.71,7.91,0,2,0,16.44,153578.06,-9.44,-149877.1,-57.42,VOLUME DROP
2023-09-12,2023,9,Sep,22,360442.32,16383.74,23.89,3,8,1,16.44,153578.06,5.56,206864.26,33.82,NORMAL
2023-09-13,2023,9,Sep,16,181849.52,11365.6,18.91,1,9,1,16.44,153578.06,-0.44,28271.46,-2.68,NORMAL
2023-09-14,2023,9,Sep,15,289472.53,19298.17,14.55,1,4,1,16.44,153578.06,-1.44,135894.47,-8.76,NORMAL
2023-09-15,2023,9,Sep,24,94976.41,3957.35,13.88,0,4,0,16.44,153578.06,7.56,-58601.65,45.99,NORMAL
2023-09-16,2023,9,Sep,15,217564.87,14504.32,21.0,1,9,1,16.44,153578.06,-1.44,63986.81,-8.76,NORMAL
2023-09-17,2023,9,Sep,19,759261.91,39961.15,26.26,1,9,2,16.44,153578.06,2.56,605683.85,15.57,NORMAL
2023-09-18,2023,9,Sep,13,31331.5,2410.12,14.13,0,6,0,16.44,153578.06,-3.44,-122246.56,-20.92,NORMAL
2023-09-19,2023,9,Sep,17,82279.54,4839.97,19.32,0,9,0,16.44,153578.06,0.56,-71298.52,3.41,NORMAL
2023-09-20,2023,9,Sep,15,37898.27,2526.55,26.36,1,7,0,16.44,153578.06,-1.44,-115679.79,-8.76,NORMAL
2023-09-21,2023,9,Sep,16,95736.31,5983.52,18.46,1,6,0,16.44,153578.06,-0.44,-57841.75,-2.68,NORMAL
2023-09-22,2023,9,Sep,14,9093.84,649.56,12.02,0,5,0,16.44,153578.06,-2.44,-144484.22,-14.84,NORMAL
2023-09-23,2023,9,Sep,13,530391.63,40799.36,12.95,0,1,1,16.44,153578.06,-3.44,376813.57,-20.92,NORMAL
2023-09-24,2023,9,Sep,12,91342.04,7611.84,18.63,0,4,1,16.44,153578.06,-4.44,-62236.02,-27.01,NORMAL
2023-09-25,2023,9,Sep,13,88174.34,6782.64,18.96,2,5,1,16.44,153578.06,-3.44,-65403.72,-20.92,NORMAL
2023-09-26,2023,9,Sep,12,20778.58,1731.55,24.19,0,4,0,16.44,153578.06,-4.44,-132799.48,-27.01,NORMAL
2023-09-27,2023,9,Sep,12,56242.69,4686.89,21.77,0,5,0,16.44,153578.06,-4.44,-97335.37,-27.01,NORMAL
2023-09-28,2023,9,Sep,13,88649.96,6819.23,22.81,1,7,1,16.44,153578.06,-3.44,-64928.1,-20.92,NORMAL
2023-09-29,2023,9,Sep,24,252709.18,10529.55,21.07,3,9,1,16.44,153578.06,7.56,99131.12,45.99,NORMAL
2023-09-30,2023,9,Sep,13,226683.42,17437.19,18.6,0,3,2,16.44,153578.06,-3.44,73105.36,-20.92,NORMAL
2023-10-01,2023,10,Oct,16,44765.36,2797.84,9.48,0,1,0,16.44,153578.06,-0.44,-108812.7,-2.68,NORMAL
2023-10-02,2023,10,Oct,17,113659.34,6685.84,22.57,1,8,0,16.44,153578.06,0.56,-39918.72,3.41,NORMAL
2023-10-03,2023,10,Oct,27,546136.69,20227.28,17.32,0,8,3,16.44,153578.06,10.56,392558.63,64.23,VOLUME SPIKE
2023-10-04,2023,10,Oct,18,20524.23,1140.23,13.87,0,9,0,16.44,153578.06,1.56,-133053.83,9.49,NORMAL
2023-10-05,2023,10,Oct,22,326555.82,14843.45,17.31,1,6,1,16.44,153578.06,5.56,172977.76,33.82,NORMAL
2023-10-06,2023,10,Oct,19,27297.35,1436.7,13.1,0,6,0,16.44,153578.06,2.56,-126280.71,15.57,NORMAL
2023-10-07,2023,10,Oct,27,81134.6,3004.99,13.65,1,9,1,16.44,153578.06,10.56,-72443.46,64.23,VOLUME SPIKE
2023-10-08,2023,10,Oct,21,39030.66,1858.6,18.19,1,9,0,16.44,153578.06,4.56,-114547.4,27.74,NORMAL
2023-10-09,2023,10,Oct,14,227350.59,16239.33,25.08,1,3,3,16.44,153578.06,-2.44,73772.53,-14.84,NORMAL
2023-10-10,2023,10,Oct,22,171783.2,7808.33,20.29,3,10,1,16.44,153578.06,5.56,18205.14,33.82,NORMAL
2023-10-11,2023,10,Oct,13,124549.9,9580.76,12.49,0,4,1,16.44,153578.06,-3.44,-29028.16,-20.92,NORMAL
2023-10-12,2023,10,Oct,19,242135.74,12743.99,17.09,1,7,2,16.44,153578.06,2.56,88557.68,15.57,NORMAL
2023-10-13,2023,10,Oct,20,227342.02,11367.1,17.15,1,6,1,16.44,153578.06,3.56,73763.96,21.65,NORMAL
2023-10-14,2023,10,Oct,17,15218.95,895.23,9.03,0,6,0,16.44,153578.06,0.56,-138359.11,3.41,NORMAL
2023-10-15,2023,10,Oct,15,210673.73,14044.92,17.76,1,7,1,16.44,153578.06,-1.44,57095.67,-8.76,NORMAL
2023-10-16,2023,10,Oct,15,131538.67,8769.24,18.25,1,7,1,16.44,153578.06,-1.44,-22039.39,-8.76,NORMAL
2023-10-17,2023,10,Oct,17,89715.14,5277.36,25.7,1,10,0,16.44,153578.06,0.56,-63862.92,3.41,NORMAL
2023-10-18,2023,10,Oct,12,4924.03,410.34,18.29,0,5,0,16.44,153578.06,-4.44,-148654.03,-27.01,NORMAL
2023-10-19,2023,10,Oct,19,105227.12,5538.27,13.63,0,5,1,16.44,153578.06,2.56,-48350.94,15.57,NORMAL
2023-10-20,2023,10,Oct,19,52381.16,2756.9,16.64,0,8,0,16.44,153578.06,2.56,-101196.9,15.57,NORMAL
2023-10-21,2023,10,Oct,14,346589.75,24756.41,16.41,1,3,2,16.44,153578.06,-2.44,193011.69,-14.84,NORMAL
2023-10-22,2023,10,Oct,12,17785.5,1482.13,14.02,0,3,0,16.44,153578.06,-4.44,-135792.56,-27.01,NORMAL
2023-10-23,2023,10,Oct,11,23332.22,2121.11,19.74,0,4,0,16.44,153578.06,-5.44,-130245.84,-33.09,NORMAL
2023-10-24,2023,10,Oct,13,15847.11,1219.01,14.03,0,3,0,16.44,153578.06,-3.44,-137730.95,-20.92,NORMAL
2023-10-25,2023,10,Oct,19,15465.21,813.96,15.13,1,4,0,16.44,153578.06,2.56,-138112.85,15.57,NORMAL
2023-10-26,2023,10,Oct,23,102394.38,4451.93,15.68,0,7,1,16.44,153578.06,6.56,-51183.68,39.9,NORMAL
2023-10-27,2023,10,Oct,15,72700.44,4846.7,14.58,0,5,0,16.44,153578.06,-1.44,-80877.62,-8.76,NORMAL
2023-10-28,2023,10,Oct,16,84423.73,5276.48,17.32,1,5,1,16.44,153578.06,-0.44,-69154.33,-2.68,NORMAL
2023-10-29,2023,10,Oct,14,284135.49,20295.39,17.14,1,4,1,16.44,153578.06,-2.44,130557.43,-14.84,NORMAL
2023-10-30,2023,10,Oct,14,142902.1,10207.29,15.09,0,5,1,16.44,153578.06,-2.44,-10675.96,-14.84,NORMAL
2023-10-31,2023,10,Oct,14,30796.42,2199.74,18.31,0,9,0,16.44,153578.06,-2.44,-122781.64,-14.84,NORMAL
2023-11-01,2023,11,Nov,12,16040.45,1336.7,13.07,0,4,0,16.44,153578.06,-4.44,-137537.61,-27.01,NORMAL
2023-11-02,2023,11,Nov,20,49099.46,2454.97,16.54,0,9,0,16.44,153578.06,3.56,-104478.6,21.65,NORMAL
2023-11-03,2023,11,Nov,15,167672.47,11178.16,15.33,0,5,1,16.44,153578.06,-1.44,14094.41,-8.76,NORMAL
2023-11-04,2023,11,Nov,13,15689.81,1206.91,6.55,0,2,0,16.44,153578.06,-3.44,-137888.25,-20.92,NORMAL
2023-11-05,2023,11,Nov,16,33477.75,2092.36,16.02,1,3,0,16.44,153578.06,-0.44,-120100.31,-2.68,NORMAL
2023-11-06,2023,11,Nov,16,112514.4,7032.15,16.35,1,6,1,16.44,153578.06,-0.44,-41063.66,-2.68,NORMAL
2023-11-07,2023,11,Nov,22,354033.16,16092.42,16.75,2,6,3,16.44,153578.06,5.56,200455.1,33.82,NORMAL
2023-11-08,2023,11,Nov,16,137085.97,8567.87,17.87,0,8,1,16.44,153578.06,-0.44,-16492.09,-2.68,NORMAL
2023-11-09,2023,11,Nov,22,61075.29,2776.15,16.37,1,10,0,16.44,153578.06,5.56,-92502.77,33.82,NORMAL
2023-11-10,2023,11,Nov,19,652814.17,34358.64,27.05,2,4,5,16.44,153578.06,2.56,499236.11,15.57,NORMAL
2023-11-11,2023,11,Nov,12,337947.21,28162.27,19.29,1,6,1,16.44,153578.06,-4.44,184369.15,-27.01,NORMAL
2023-11-12,2023,11,Nov,20,53387.7,2669.38,19.88,1,7,0,16.44,153578.06,3.56,-100190.36,21.65,NORMAL
2023-11-13,2023,11,Nov,22,200344.83,9106.58,17.19,1,3,1,16.44,153578.06,5.56,46766.77,33.82,NORMAL
2023-11-14,2023,11,Nov,17,21583.76,1269.63,9.82,0,4,0,16.44,153578.06,0.56,-131994.3,3.41,NORMAL
2023-11-15,2023,11,Nov,25,140374.56,5614.98,11.8,1,8,1,16.44,153578.06,8.56,-13203.5,52.07,VOLUME SPIKE
2023-11-16,2023,11,Nov,13,503835.0,38756.54,31.44,2,6,3,16.44,153578.06,-3.44,350256.94,-20.92,NORMAL
2023-11-17,2023,11,Nov,22,673696.05,30622.55,25.54,3,6,3,16.44,153578.06,5.56,520117.99,33.82,NORMAL
2023-11-18,2023,11,Nov,22,28886.57,1313.03,13.19,0,8,0,16.44,153578.06,5.56,-124691.49,33.82,NORMAL
2023-11-19,2023,11,Nov,16,142447.24,8902.95,19.95,0,7,1,16.44,153578.06,-0.44,-11130.82,-2.68,NORMAL
2023-11-20,2023,11,Nov,13,370319.67,28486.13,19.19,1,5,1,16.44,153578.06,-3.44,216741.61,-20.92,NORMAL
2023-11-21,2023,11,Nov,11,26656.42,2423.31,14.98,0,4,0,16.44,153578.06,-5.44,-126921.64,-33.09,NORMAL
2023-11-22,2023,11,Nov,18,65695.26,3649.74,21.26,1,8,0,16.44,153578.06,1.56,-87882.8,9.49,NORMAL
2023-11-23,2023,11,Nov,18,127549.29,7086.07,17.33,0,5,1,16.44,153578.06,1.56,-26028.77,9.49,NORMAL
2023-11-24,2023,11,Nov,15,236565.53,15771.04,10.86,1,4,1,16.44,153578.06,-1.44,82987.47,-8.76,NORMAL
2023-11-25,2023,11,Nov,14,38106.92,2721.92,18.48,1,6,0,16.44,153578.06,-2.44,-115471.14,-14.84,NORMAL
2023-11-26,2023,11,Nov,10,152358.55,15235.86,24.32,1,3,1,16.44,153578.06,-6.44,-1219.51,-39.17,NORMAL
2023-11-27,2023,11,Nov,18,184904.15,10272.45,21.13,2,8,1,16.44,153578.06,1.56,31326.09,9.49,NORMAL
2023-11-28,2023,11,Nov,18,299055.76,16614.21,24.4,3,9,1,16.44,153578.06,1.56,145477.7,9.49,NORMAL
2023-11-29,2023,11,Nov,13,29271.02,2251.62,20.88,0,5,0,16.44,153578.06,-3.44,-124307.04,-20.92,NORMAL
2023-11-30,2023,11,Nov,15,36868.54,2457.9,11.74,0,6,0,16.44,153578.06,-1.44,-116709.52,-8.76,NORMAL
2023-12-01,2023,12,Dec,21,341351.41,16254.83,15.35,0,7,1,16.44,153578.06,4.56,187773.35,27.74,NORMAL
2023-12-02,2023,12,Dec,16,90147.51,5634.22,14.75,1,7,1,16.44,153578.06,-0.44,-63430.55,-2.68,NORMAL
2023-12-03,2023,12,Dec,16,105662.29,6603.89,15.97,1,6,0,16.44,153578.06,-0.44,-47915.77,-2.68,NORMAL
2023-12-04,2023,12,Dec,14,431556.74,30825.48,18.71,2,3,1,16.44,153578.06,-2.44,277978.68,-14.84,NORMAL
2023-12-05,2023,12,Dec,18,282190.29,15677.24,13.96,1,7,1,16.44,153578.06,1.56,128612.23,9.49,NORMAL
2023-12-06,2023,12,Dec,17,15490.92,911.23,12.55,0,6,0,16.44,153578.06,0.56,-138087.14,3.41,NORMAL
2023-12-07,2023,12,Dec,18,400883.98,22271.33,24.99,1,8,2,16.44,153578.06,1.56,247305.92,9.49,NORMAL
2023-12-08,2023,12,Dec,21,67721.49,3224.83,18.38,0,9,0,16.44,153578.06,4.56,-85856.57,27.74,NORMAL
2023-12-09,2023,12,Dec,19,120725.12,6353.95,15.24,1,9,1,16.44,153578.06,2.56,-32852.94,15.57,NORMAL
2023-12-10,2023,12,Dec,18,442907.96,24606.0,13.65,0,5,1,16.44,153578.06,1.56,289329.9,9.49,NORMAL
2023-12-11,2023,12,Dec,14,23677.91,1691.28,10.25,0,4,0,16.44,153578.06,-2.44,-129900.15,-14.84,NORMAL
2023-12-12,2023,12,Dec,24,28370.21,1182.09,10.52,0,4,0,16.44,153578.06,7.56,-125207.85,45.99,NORMAL
2023-12-13,2023,12,Dec,28,24857.83,887.78,12.52,0,5,0,16.44,153578.06,11.56,-128720.23,70.32,VOLUME SPIKE
2023-12-14,2023,12,Dec,14,171759.02,12268.5,14.65,0,4,1,16.44,153578.06,-2.44,18180.96,-14.84,NORMAL
2023-12-15,2023,12,Dec,18,502588.28,27921.57,18.47,1,7,3,16.44,153578.06,1.56,349010.22,9.49,NORMAL
2023-12-16,2023,12,Dec,19,133811.65,7042.72,19.7,1,3,1,16.44,153578.06,2.56,-19766.41,15.57,NORMAL
2023-12-17,2023,12,Dec,17,94969.87,5586.46,11.33,0,4,0,16.44,153578.06,0.56,-58608.19,3.41,NORMAL
2023-12-18,2023,12,Dec,17,18673.1,1098.42,12.52,0,7,0,16.44,153578.06,0.56,-134904.96,3.41,NORMAL
2023-12-19,2023,12,Dec,8,174486.32,21810.79,11.88,0,0,1,16.44,153578.06,-8.44,20908.26,-51.34,VOLUME DROP
2023-12-20,2023,12,Dec,20,58293.64,2914.68,17.11,2,9,0,16.44,153578.06,3.56,-95284.42,21.65,NORMAL
2023-12-21,2023,12,Dec,18,48001.69,2666.76,14.06,0,6,0,16.44,153578.06,1.56,-105576.37,9.49,NORMAL
2023-12-22,2023,12,Dec,16,43336.4,2708.53,11.88,0,5,0,16.44,153578.06,-0.44,-110241.66,-2.68,NORMAL
2023-12-23,2023,12,Dec,6,8516.29,1419.38,14.42,0,2,0,16.44,153578.06,-10.44,-145061.77,-63.5,VOLUME DROP
2023-12-24,2023,12,Dec,12,152386.41,12698.87,29.2,2,7,1,16.44,153578.06,-4.44,-1191.65,-27.01,NORMAL
2023-12-25,2023,12,Dec,17,73939.23,4349.37,16.72,1,7,0,16.44,153578.06,0.56,-79638.83,3.41,NORMAL
2023-12-26,2023,12,Dec,20,41860.66,2093.03,11.87,1,5,0,16.44,153578.06,3.56,-111717.4,21.65,NORMAL
2023-12-27,2023,12,Dec,23,230590.74,10025.68,14.53,1,5,1,16.44,153578.06,6.56,77012.68,39.9,NORMAL
2023-12-28,2023,12,Dec,12,247280.37,20606.7,12.2,0,3,1,16.44,153578.06,-4.44,93702.31,-27.01,NORMAL
2023-12-29,2023,12,Dec,18,31601.31,1755.63,12.97,0,6,0,16.44,153578.06,1.56,-121976.75,9.49,NORMAL
2023-12-30,2023,12,Dec,11,66770.49,6070.04,19.87,0,3,1,16.44,153578.06,-5.44,-86807.57,-33.09,NORMAL
2023-12-31,2023,12,Dec,14,14722.95,1051.64,12.51,0,5,0,16.44,153578.06,-2.44,-138855.11,-14.84,NORMAL
2024-01-01,2024,1,Jan,20,83172.85,4158.64,14.27,0,6,1,16.44,153578.06,3.56,-70405.21,21.65,NORMAL
2024-01-02,2024,1,Jan,21,145215.2,6915.01,17.27,0,4,1,16.44,153578.06,4.56,-8362.86,27.74,NORMAL
2024-01-03,2024,1,Jan,14,157303.58,11235.97,18.98,1,6,1,16.44,153578.06,-2.44,3725.52,-14.84,NORMAL
2024-01-04,2024,1,Jan,12,426101.52,35508.46,14.71,1,4,1,16.44,153578.06,-4.44,272523.46,-27.01,NORMAL
2024-01-05,2024,1,Jan,20,211374.04,10568.7,19.91,1,6,2,16.44,153578.06,3.56,57795.98,21.65,NORMAL
2024-01-06,2024,1,Jan,19,223756.05,11776.63,22.41,1,8,1,16.44,153578.06,2.56,70177.99,15.57,NORMAL
2024-01-07,2024,1,Jan,18,71642.83,3980.16,11.7,0,7,1,16.44,153578.06,1.56,-81935.23,9.49,NORMAL
2024-01-08,2024,1,Jan,18,26652.29,1480.68,17.84,0,7,0,16.44,153578.06,1.56,-126925.77,9.49,NORMAL
2024-01-09,2024,1,Jan,23,34314.08,1491.92,17.21,0,9,0,16.44,153578.06,6.56,-119263.98,39.9,NORMAL
2024-01-10,2024,1,Jan,14,372253.68,26589.55,28.77,3,4,3,16.44,153578.06,-2.44,218675.62,-14.84,NORMAL
2024-01-11,2024,1,Jan,13,42103.75,3238.75,22.17,1,6,0,16.44,153578.06,-3.44,-111474.31,-20.92,NORMAL
2024-01-12,2024,1,Jan,24,221920.89,9246.7,16.1,0,11,1,16.44,153578.06,7.56,68342.83,45.99,NORMAL
2024-01-13,2024,1,Jan,16,162205.04,10137.81,16.12,0,5,1,16.44,153578.06,-0.44,8626.98,-2.68,NORMAL
2024-01-14,2024,1,Jan,19,538415.2,28337.64,24.06,2,8,1,16.44,153578.06,2.56,384837.14,15.57,NORMAL
2024-01-15,2024,1,Jan,15,7091.68,472.78,14.6,0,6,0,16.44,153578.06,-1.44,-146486.38,-8.76,NORMAL
2024-01-16,2024,1,Jan,14,161696.88,11549.78,12.59,0,4,1,16.44,153578.06,-2.44,8118.82,-14.84,NORMAL
2024-01-17,2024,1,Jan,23,101049.67,4393.46,19.28,0,12,1,16.44,153578.06,6.56,-52528.39,39.9,NORMAL
2024-01-18,2024,1,Jan,16,425383.07,26586.44,17.57,1,5,2,16.44,153578.06,-0.44,271805.01,-2.68,NORMAL
2024-01-19,2024,1,Jan,13,165813.93,12754.92,17.39,0,5,1,16.44,153578.06,-3.44,12235.87,-20.92,NORMAL
2024-01-20,2024,1,Jan,19,123042.04,6475.9,22.43,2,7,1,16.44,153578.06,2.56,-30536.02,15.57,NORMAL
2024-01-21,2024,1,Jan,16,186664.62,11666.54,17.42,0,7,1,16.44,153578.06,-0.44,33086.56,-2.68,NORMAL
2024-01-22,2024,1,Jan,11,91678.79,8334.44,15.58,0,5,0,16.44,153578.06,-5.44,-61899.27,-33.09,NORMAL
2024-01-23,2024,1,Jan,17,54467.45,3203.97,13.44,0,6,0,16.44,153578.06,0.56,-99110.61,3.41,NORMAL
2024-01-24,2024,1,Jan,13,30617.89,2355.22,9.01,0,2,0,16.44,153578.06,-3.44,-122960.17,-20.92,NORMAL
2024-01-25,2024,1,Jan,12,25275.06,2106.25,15.83,0,6,0,16.44,153578.06,-4.44,-128303.0,-27.01,NORMAL
2024-01-26,2024,1,Jan,27,373860.56,13846.69,20.65,2,13,3,16.44,153578.06,10.56,220282.5,64.23,VOLUME SPIKE
2024-01-27,2024,1,Jan,19,535968.63,28208.88,17.69,0,10,2,16.44,153578.06,2.56,382390.57,15.57,NORMAL
2024-01-28,2024,1,Jan,15,33946.4,2263.09,13.05,0,2,0,16.44,153578.06,-1.44,-119631.66,-8.76,NORMAL
2024-01-29,2024,1,Jan,15,328355.42,21890.36,18.43,1,2,1,16.44,153578.06,-1.44,174777.36,-8.76,NORMAL
2024-01-30,2024,1,Jan,17,133319.53,7842.33,24.17,2,6,1,16.44,153578.06,0.56,-20258.53,3.41,NORMAL
2024-01-31,2024,1,Jan,24,50856.67,2119.03,12.85,1,6,0,16.44,153578.06,7.56,-102721.39,45.99,NORMAL
2024-02-01,2024,2,Feb,23,180566.11,7850.7,18.79,0,9,1,16.44,153578.06,6.56,26988.05,39.9,NORMAL
2024-02-02,2024,2,Feb,22,57032.3,2592.38,17.37,0,10,0,16.44,153578.06,5.56,-96545.76,33.82,NORMAL
2024-02-03,2024,2,Feb,21,22395.0,1066.43,15.18,0,7,0,16.44,153578.06,4.56,-131183.06,27.74,NORMAL
2024-02-04,2024,2,Feb,18,576898.99,32049.94,22.11,1,10,2,16.44,153578.06,1.56,423320.93,9.49,NORMAL
2024-02-05,2024,2,Feb,8,43692.72,5461.59,12.07,0,2,0,16.44,153578.06,-8.44,-109885.34,-51.34,VOLUME DROP
2024-02-06,2024,2,Feb,8,113743.97,14218.0,13.6,0,1,1,16.44,153578.06,-8.44,-39834.09,-51.34,VOLUME DROP
2024-02-07,2024,2,Feb,16,61182.67,3823.92,21.34,1,7,0,16.44,153578.06,-0.44,-92395.39,-2.68,NORMAL
2024-02-08,2024,2,Feb,10,28290.68,2829.07,16.83,1,3,0,16.44,153578.06,-6.44,-125287.38,-39.17,NORMAL
2024-02-09,2024,2,Feb,23,61702.01,2682.7,20.78,2,9,0,16.44,153578.06,6.56,-91876.05,39.9,NORMAL
2024-02-10,2024,2,Feb,22,279776.57,12717.12,21.71,2,10,2,16.44,153578.06,5.56,126198.51,33.82,NORMAL
