transaction_id,transaction_date,amount_local,currency,amount_eur,payment_type,processing_status,sender_country,receiver_country,merchant_category,customer_segment,sender_bic,receiver_bic,is_cross_border,risk_score,is_flagged,year,month,month_name,day_of_week,hour,quarter,week_number,is_weekend,is_off_hours
727dbae5-c0c9-40dd-9043-c6bee168d9e7,2023-08-02 14:59:06,39984.86,EUR,39984.86,SWIFT,Completed,DE,HK,Financial Svcs,Corporate,SSKMDEMMXXX432,XXXXXXXX196,True,51.99,False,2023,8,Aug,Wednesday,14,3,31,False,False
3b2b5d19-cef6-42b9-b053-aed0d4799b73,2023-08-02 15:31:16,309.4,EUR,309.4,SEPA Credit Transfer,Reversed,ES,HU,SaaS / Software,Retail,CAIXESBB663,XXXXXXXX898,True,12.68,False,2023,8,Aug,Wednesday,15,3,31,False,False
ed1cda55-3faf-46e2-bf29-ddec99dd29c1,2023-08-02 18:42:48,133.54,CHF,146.89,SEPA Credit Transfer,Failed,NL,DE,SaaS / Software,Retail,ABNANL2A808,DEUTDEDB626,True,14.48,False,2023,8,Aug,Wednesday,18,3,31,False,False
383990e7-bc98-4819-a04e-e91402aebd81,2023-08-02 19:44:48,1048.73,EUR,1048.73,SEPA Direct Debit,Completed,RO,PT,Manufacturing,SME,XXXXXXXX740,XXXXXXXX214,True,0.03,False,2023,8,Aug,Wednesday,19,3,31,False,False
57b6e4af-1a71-4f91-b32e-e1f30daf3720,2023-08-02 21:02:20,344.72,SEK,31.02,Card Payment,Completed,CZ,CZ,Retail,Retail,XXXXXXXX152,XXXXXXXX820,False,0.32,False,2023,8,Aug,Wednesday,21,3,31,False,False
3705e1af-339b-4747-959f-d2df20b9cdb2,2023-08-02 21:03:33,43988.44,SEK,3958.96,SWIFT,Completed,BE,NL,Financial Svcs,SME,XXXXXXXX955,INGBNL2A173,True,3.82,False,2023,8,Aug,Wednesday,21,3,31,False,False
50557bf0-8d58-47fe-b35e-27ea7a18387d,2023-08-02 21:52:20,44.43,EUR,44.43,SEPA Credit Transfer,Pending,PL,PL,Travel,Retail,BREXPLPW299,PKOPPLPW707,False,4.07,False,2023,8,Aug,Wednesday,21,3,31,False,False
426d4e00-e64c-4af2-bf80-7dc7814b60d3,2023-08-02 22:13:13,18459.68,EUR,18459.68,SEPA Credit Transfer,Completed,ES,NL,Retail,Corporate,BBVAESBB245,INGBNL2A445,True,23.28,False,2023,8,Aug,Wednesday,22,3,31,False,True
52326033-6a9e-485d-a9a6-d62d3897c912,2023-08-03 01:44:39,1787.3,EUR,1787.3,SEPA Direct Debit,Completed,PL,FR,Real Estate,SME,BREXPLPW652,BNPAFRPP533,True,16.91,False,2023,8,Aug,Thursday,1,3,31,False,True
3af9bec2-33b8-445d-8cf6-4b6cd1fa88f8,2023-08-03 04:33:18,515.27,EUR,515.27,SEPA Credit Transfer,Completed,FR,CZ,Travel,Retail,SOGEFRPP941,XXXXXXXX545,True,15.04,False,2023,8,Aug,Thursday,4,3,31,False,True
99c0ff80-bce2-4c25-8e59-fdb33dbedc8a,2023-08-03 05:46:40,1755.06,PLN,403.66,SEPA Direct Debit,Completed,BE,PT,Logistics,SME,XXXXXXXX750,XXXXXXXX212,True,16.14,False,2023,8,Aug,Thursday,5,3,31,False,True
023d7095-9202-4c10-adc3-acb3af86d80e,2023-08-03 08:01:26,17303.74,EUR,17303.74,SEPA Credit Transfer,Completed,PT,IT,Healthcare,SME,XXXXXXXX189,UNCRITMM233,True,10.17,False,2023,8,Aug,Thursday,8,3,31,False,False
ef1c93f4-2df5-4a9c-8ac8-6cb01f5e5ffb,2023-08-03 08:11:38,31623.24,EUR,31623.24,SEPA Direct Debit,Completed,ES,FI,Financial Svcs,SME,CAIXESBB156,XXXXXXXX193,True,8.74,False,2023,8,Aug,Thursday,8,3,31,False,False
f987cba0-5a20-4e34-b4f7-aa617c47dabf,2023-08-03 10:20:00,13266.08,CHF,14592.69,SWIFT,Completed,ES,SG,Financial Svcs,SME,SANESSS854,XXXXXXXX224,True,51.66,False,2023,8,Aug,Thursday,10,3,31,False,False
7889d84f-eb93-4064-b24a-4311421060b6,2023-08-03 11:27:33,313.0,PLN,71.99,SEPA Credit Transfer,Failed,DK,ES,Retail,SME,XXXXXXXX857,SANESSS287,True,14.03,False,2023,8,Aug,Thursday,11,3,31,False,False
037ca826-66eb-41e5-b7a9-f0e64f976438,2023-08-03 15:00:22,376.8,PLN,86.66,SEPA Credit Transfer,Completed,ES,CZ,Real Estate,Retail,SANESSS864,XXXXXXXX420,True,0.89,False,2023,8,Aug,Thursday,15,3,31,False,False
a8088e64-6f3d-42ab-ab91-3eedf4ca0639,2023-08-03 16:57:54,3668.55,EUR,3668.55,SEPA Credit Transfer,Completed,SE,DE,Financial Svcs,SME,SWEDSESS915,COBADEFF801,True,4.9,False,2023,8,Aug,Thursday,16,3,31,False,False
751b727c-94d0-42b1-a9be-8d66630ae81a,2023-08-03 17:41:43,6884.83,EUR,6884.83,SWIFT,Completed,IT,US,Financial Svcs,Retail,BNLIITRR918,BOFAUS3N961,True,41.73,False,2023,8,Aug,Thursday,17,3,31,False,False
be64cde9-ef1b-4a2b-aa70-0720f4b61003,2023-08-03 18:36:40,2416.03,EUR,2416.03,SEPA Credit Transfer,Completed,NL,PL,Manufacturing,Corporate,RABONL2U872,PKOPPLPW931,True,3.27,False,2023,8,Aug,Thursday,18,3,31,False,False
f888fe30-34b8-4409-ae0e-4f06fc299f99,2023-08-03 18:47:23,191.98,PLN,175510.14,SEPA Direct Debit,Completed,HU,SG,Financial Svcs,Retail,XXXXXXXX259,XXXXXXXX673,True,67.81,True,2023,8,Aug,Thursday,18,3,31,False,False
b9138654-5b60-495b-a145-0da25e800659,2023-08-03 20:08:52,110.55,EUR,110.55,Card Payment,Completed,FR,PL,Healthcare,Retail,CMCIFRPP488,BREXPLPW497,True,2.98,False,2023,8,Aug,Thursday,20,3,31,False,False
740948d1-ee89-4ce2-b062-174696dbbc54,2023-08-03 20:49:32,787.13,EUR,787.13,SEPA Direct Debit,Completed,DE,BE,Manufacturing,SME,BYLADEM1908,XXXXXXXX745,True,4.5,False,2023,8,Aug,Thursday,20,3,31,False,False
0fba8bcd-a4ac-4f1e-baf1-b7cdee28c4b4,2023-08-03 23:13:17,4355.21,EUR,4355.21,SEPA Direct Debit,Completed,HU,FR,SaaS / Software,SME,XXXXXXXX699,BNPAFRPP589,True,15.02,False,2023,8,Aug,Thursday,23,3,31,False,True
2ffefeb9-987f-4e3c-93d0-699250c38b8b,2023-08-04 00:06:18,13532.78,GBP,15833.35,SEPA Credit Transfer,Completed,DK,ES,Real Estate,Corporate,XXXXXXXX331,BBVAESBB415,True,25.74,False,2023,8,Aug,Friday,0,3,31,False,True
168641c2-dbd2-4c1f-b59b-2232cc9ffd6c,2023-08-04 01:08:09,31.39,CHF,34.53,Card Payment,Completed,RO,AT,Financial Svcs,SME,XXXXXXXX766,XXXXXXXX174,True,18.73,False,2023,8,Aug,Friday,1,3,31,False,True
712eca2d-88bf-4abb-88c3-57444ad80361,2023-08-04 01:27:26,287.73,PLN,66.18,SEPA Credit Transfer,Completed,FI,BE,SaaS / Software,Retail,XXXXXXXX300,XXXXXXXX668,True,19.59,False,2023,8,Aug,Friday,1,3,31,False,True
c796ffe6-5144-4160-9253-696b64af0b4a,2023-08-04 04:11:53,83856.15,EUR,83856.15,SWIFT,Pending,CZ,HU,Retail,SME,XXXXXXXX444,XXXXXXXX194,True,32.67,False,2023,8,Aug,Friday,4,3,31,False,True
4ed1b0ff-ea5b-4b81-aa38-30aeb5f531fb,2023-08-04 05:10:48,380.63,EUR,380.63,SEPA Direct Debit,Completed,PT,PL,Retail,SME,XXXXXXXX466,PKOPPLPW323,True,15.41,False,2023,8,Aug,Friday,5,3,31,False,True
53b71a65-da31-44ce-bb04-c76c8a1b2b11,2023-08-04 06:28:59,9663.29,EUR,9663.29,SEPA Credit Transfer,Failed,DK,HU,Gambling,SME,XXXXXXXX283,XXXXXXXX717,True,37.67,False,2023,8,Aug,Friday,6,3,31,False,False
ccd32bb3-8829-470d-ada7-ba9c7ea97d8e,2023-08-04 06:34:58,843.39,EUR,843.39,SEPA Direct Debit,Completed,DE,PT,Travel,Retail,SSKMDEMMXXX361,XXXXXXXX977,True,4.41,False,2023,8,Aug,Friday,6,3,31,False,False
564331ac-daad-4b95-a5ba-ad2918ed3938,2023-08-04 07:05:15,162.8,GBP,190.48,Card Payment,Completed,PT,FI,Retail,Corporate,XXXXXXXX158,XXXXXXXX105,True,4.58,False,2023,8,Aug,Friday,7,3,31,False,False
8dac9dc6-0240-4cba-9cdd-1d2b5b1d22fe,2023-08-04 07:25:49,848.5,GBP,992.74,SEPA Direct Debit,Completed,ES,ES,Financial Svcs,SME,SANESSS411,CAIXESBB437,False,2.51,False,2023,8,Aug,Friday,7,3,31,False,False
7fb34f05-1c1b-4f6b-a408-e7f5d52b0cb2,2023-08-04 11:30:12,831.48,EUR,831.48,SEPA Direct Debit,Failed,NL,PT,Healthcare,SME,INGBNL2A806,XXXXXXXX985,True,13.8,False,2023,8,Aug,Friday,11,3,31,False,False
7f2cc774-7fd4-4fb2-a5b4-0aee53ae09ef,2023-08-04 12:07:19,59.17,CHF,65.09,SEPA Direct Debit,Reversed,HU,BE,Retail,Retail,XXXXXXXX914,XXXXXXXX548,True,11.83,False,2023,8,Aug,Friday,12,3,31,False,False
f7be663f-5523-492e-aeed-8d15be00b801,2023-08-04 13:55:25,143.86,EUR,143.86,SEPA Credit Transfer,Failed,DK,HU,Real Estate,Retail,XXXXXXXX853,XXXXXXXX909,True,10.45,False,2023,8,Aug,Friday,13,3,31,False,False
ac336d09-0f6e-42d1-a1cd-b8fb2fca4308,2023-08-04 13:59:00,324.34,PLN,74.6,SEPA Direct Debit,Completed,ES,HU,SaaS / Software,Retail,BBVAESBB864,XXXXXXXX850,True,1.81,False,2023,8,Aug,Friday,13,3,31,False,False
a5b2dd00-35f9-4ea5-a38c-8265475b5b5b,2023-08-04 14:45:00,911.46,EUR,911.46,SEPA Direct Debit,Pending,AT,FR,Logistics,Corporate,XXXXXXXX599,CMCIFRPP690,True,4.79,False,2023,8,Aug,Friday,14,3,31,False,False
e218dfae-c948-4192-8db7-38e535d5efce,2023-08-04 17:00:16,500.0,EUR,500.0,SEPA Credit Transfer,Completed,ES,NL,Retail,Corporate,SANESSS216,RABONL2U983,True,0.96,False,2023,8,Aug,Friday,17,3,31,False,False
57a2759d-5dab-4ba8-b2b6-02f05a5cb8d7,2023-08-04 17:48:02,2360.3,EUR,2360.3,SEPA Direct Debit,Completed,DE,HK,Retail,Corporate,COBADEFF686,XXXXXXXX673,True,24.71,False,2023,8,Aug,Friday,17,3,31,False,False
ea2ca227-faee-4ec3-b5eb-4594a4103418,2023-08-04 19:18:17,2519.61,CHF,2771.57,SEPA Credit Transfer,Completed,IT,SG,Manufacturing,SME,BNLIITRR571,XXXXXXXX780,True,21.43,False,2023,8,Aug,Friday,19,3,31,False,False
6ca526f0-f369-4605-88aa-1e3fbf690e82,2023-08-04 21:32:00,20027.69,GBP,23432.4,SWIFT,Completed,RO,GB,Financial Svcs,Retail,XXXXXXXX803,BARCGB22149,True,48.92,False,2023,8,Aug,Friday,21,3,31,False,False
4570fbf0-a4fc-4ef8-8147-d8fb920c7b97,2023-08-04 22:13:47,219.42,EUR,219.42,SEPA Direct Debit,Completed,DE,CZ,Logistics,Retail,COBADEFF992,XXXXXXXX132,True,18.31,False,2023,8,Aug,Friday,22,3,31,False,True
57a91c31-2654-4b7e-bc75-ba14fd22067e,2023-08-05 01:22:13,3401.32,EUR,3401.32,SEPA Direct Debit,Reversed,ES,CZ,Real Estate,Corporate,CAIXESBB444,XXXXXXXX201,True,28.89,False,2023,8,Aug,Saturday,1,3,31,True,True
cf121fce-76c3-4b11-bfd5-98f06fb0a643,2023-08-05 02:06:45,34.01,PLN,7.82,SEPA Direct Debit,Completed,FI,FR,SaaS / Software,Retail,XXXXXXXX425,CMCIFRPP642,True,18.5,False,2023,8,Aug,Saturday,2,3,31,True,True
f9f5e25e-9ea7-46ec-b4ae-a701298c86a1,2023-08-05 02:30:09,624.95,PLN,143.74,SEPA Credit Transfer,Completed,DK,PT,Retail,Retail,XXXXXXXX565,XXXXXXXX435,True,15.41,False,2023,8,Aug,Saturday,2,3,31,True,True
71db407c-01db-44d2-bd2a-f825403ea811,2023-08-05 02:45:35,2009.69,EUR,2009.69,SWIFT,Completed,NL,SG,SaaS / Software,SME,RABONL2U347,XXXXXXXX278,True,57.78,False,2023,8,Aug,Saturday,2,3,31,True,True
d9b8faa6-5f3a-4bca-805d-395997407fd4,2023-08-05 03:53:54,100.0,EUR,100.0,SEPA Credit Transfer,Completed,PT,CZ,Retail,SME,XXXXXXXX907,XXXXXXXX461,True,18.33,False,2023,8,Aug,Saturday,3,3,31,True,True
23fe560e-f4ea-4e90-b57f-844505442ee7,2023-08-05 04:58:53,30442.52,EUR,30442.52,SWIFT,Completed,FI,HU,Retail,SME,XXXXXXXX285,XXXXXXXX676,True,23.01,False,2023,8,Aug,Saturday,4,3,31,True,True
2ac29418-5e84-4de1-b856-f716fce725ae,2023-08-05 06:01:46,172.12,EUR,172.12,SEPA Credit Transfer,Completed,ES,HU,Travel,Retail,CAIXESBB699,XXXXXXXX661,True,3.77,False,2023,8,Aug,Saturday,6,3,31,True,False
81636a69-1d8b-4f94-94ab-f19fad3b82bd,2023-08-05 06:39:00,1911.84,EUR,1911.84,SEPA Direct Debit,Completed,ES,GB,Manufacturing,SME,BBVAESBB119,HBUKGB4B201,True,21.49,False,2023,8,Aug,Saturday,6,3,31,True,False
3bece3c2-5673-4f08-9cd2-e0d2b5f723fc,2023-08-05 06:44:37,11076.42,EUR,11076.42,SWIFT,Pending,BE,AE,SaaS / Software,SME,XXXXXXXX462,XXXXXXXX862,True,48.72,False,2023,8,Aug,Saturday,6,3,31,True,False
dc839437-9328-4487-8cda-5e7aa5b5feff,2023-08-05 07:54:46,5313.0,EUR,5313.0,SEPA Credit Transfer,Completed,FI,ES,Gambling,Corporate,XXXXXXXX984,SANESSS795,True,25.12,False,2023,8,Aug,Saturday,7,3,31,True,False
7d341b47-9f34-4b36-9a5c-680c2a8cda63,2023-08-05 07:57:28,2970.25,EUR,2970.25,SEPA Credit Transfer,Completed,RO,CZ,Manufacturing,SME,XXXXXXXX874,XXXXXXXX464,True,0.42,False,2023,8,Aug,Saturday,7,3,31,True,False
f181a2c5-70a6-431e-a72c-a94dc86b50b2,2023-08-05 08:18:53,449.9,EUR,449.9,SEPA Direct Debit,Completed,RO,SE,Healthcare,SME,XXXXXXXX864,HANDSESS611,True,2.7,False,2023,8,Aug,Saturday,8,3,31,True,False
564f538d-1ae5-4a18-ac10-9ddc81b49391,2023-08-05 11:16:38,43451.1,SEK,3910.6,SEPA Credit Transfer,Completed,ES,DK,SaaS / Software,Corporate,CAIXESBB214,XXXXXXXX695,True,2.22,False,2023,8,Aug,Saturday,11,3,31,True,False
ee9f30be-13aa-4ed2-98f9-8748c6064d88,2023-08-05 12:10:34,92.22,SEK,8.3,Card Payment,Completed,NL,SE,Retail,Corporate,ABNANL2A770,SWEDSESS848,True,0.46,False,2023,8,Aug,Saturday,12,3,31,True,False
b7f2d831-2ab1-46dd-b466-3a399af46f7d,2023-08-05 14:39:36,800.33,CHF,14757.07,SEPA Direct Debit,Completed,AT,FR,Crypto Exchange,Retail,XXXXXXXX916,BNPAFRPP332,True,34.74,False,2023,8,Aug,Saturday,14,3,31,True,False
6ff70248-6342-4882-b45f-5f714755c463,2023-08-05 19:42:35,76.54,EUR,76.54,SEPA Credit Transfer,Completed,CZ,DE,Real Estate,Retail,XXXXXXXX741,BYLADEM1911,True,2.25,False,2023,8,Aug,Saturday,19,3,31,True,False
a90830cd-95c6-483c-8acd-f8d7850dde8a,2023-08-05 21:36:38,11.3,EUR,11.3,Card Payment,Completed,RO,ES,Gambling,Retail,XXXXXXXX332,BBVAESBB894,True,25.06,False,2023,8,Aug,Saturday,21,3,31,True,False
84db851b-a917-44e7-bcff-75ddce6de97b,2023-08-05 23:02:47,316.25,EUR,316.25,SEPA Credit Transfer,Completed,CZ,CZ,Manufacturing,Retail,XXXXXXXX607,XXXXXXXX683,False,19.79,False,2023,8,Aug,Saturday,23,3,31,True,True
ba6df684-7878-46bc-b985-99751efeb1ec,2023-08-06 01:19:48,507.55,EUR,507.55,SEPA Credit Transfer,Completed,RO,HK,Financial Svcs,Retail,XXXXXXXX473,XXXXXXXX577,True,39.19,False,2023,8,Aug,Sunday,1,3,31,True,True
575eefb8-3809-472d-afef-39e416e1c27d,2023-08-06 01:59:57,313.85,EUR,313.85,SEPA Direct Debit,Completed,ES,NL,Financial Svcs,Retail,SANESSS375,RABONL2U244,True,18.63,False,2023,8,Aug,Sunday,1,3,31,True,True
03d269be-a661-4bfa-a3e2-77d7bcfdd0b3,2023-08-06 04:52:59,253.88,EUR,253.88,SEPA Direct Debit,Pending,CZ,FR,Retail,Retail,XXXXXXXX496,CMCIFRPP157,True,19.53,False,2023,8,Aug,Sunday,4,3,31,True,True
cab5204a-cd87-4d24-81c5-23e5f3161e54,2023-08-06 05:21:55,471.39,GBP,551.53,SEPA Credit Transfer,Completed,CZ,CZ,Retail,Retail,XXXXXXXX910,XXXXXXXX933,False,16.72,False,2023,8,Aug,Sunday,5,3,31,True,True
ae9080ab-3844-4bd1-895e-80f199742f1d,2023-08-06 05:41:32,74.43,EUR,74.43,SEPA Credit Transfer,Reversed,SE,PT,SaaS / Software,Retail,HANDSESS459,XXXXXXXX804,True,26.83,False,2023,8,Aug,Sunday,5,3,31,True,True
88808554-3dc1-48c3-a309-22e4fc378a34,2023-08-06 05:58:45,1275.29,EUR,1275.29,SEPA Direct Debit,Pending,CZ,PL,Retail,Retail,XXXXXXXX842,PKOPPLPW345,True,18.83,False,2023,8,Aug,Sunday,5,3,31,True,True
f0aa9488-ef41-455b-9755-ac0863a4a0af,2023-08-06 06:30:46,574.44,EUR,574.44,SEPA Credit Transfer,Completed,HU,IT,Real Estate,SME,XXXXXXXX423,BCITITMM735,True,2.31,False,2023,8,Aug,Sunday,6,3,31,True,False
3d75aae6-6084-47d9-baa7-a25a9d7ec019,2023-08-06 06:44:03,4500.02,EUR,4500.02,SWIFT,Completed,BE,FR,Travel,Retail,XXXXXXXX322,SOGEFRPP555,True,0.29,False,2023,8,Aug,Sunday,6,3,31,True,False
70610667-0005-4192-aaa3-69f1f1a24b10,2023-08-06 09:07:50,4665.0,EUR,4665.0,SEPA Credit Transfer,Completed,NL,PL,SaaS / Software,SME,RABONL2U504,PKOPPLPW388,True,0.8,False,2023,8,Aug,Sunday,9,3,31,True,False
a25689b4-8a26-414b-aac6-f70e582fe9f1,2023-08-06 10:52:39,26014.1,EUR,26014.1,SWIFT,Completed,CZ,AT,Travel,Retail,XXXXXXXX143,XXXXXXXX995,True,29.46,False,2023,8,Aug,Sunday,10,3,31,True,False
f12e703e-2228-46e9-b5f6-cd9af73eddb5,2023-08-06 12:06:59,80.19,EUR,80.19,SEPA Credit Transfer,Completed,BE,SG,Logistics,Retail,XXXXXXXX116,XXXXXXXX729,True,22.19,False,2023,8,Aug,Sunday,12,3,31,True,False
71d4b793-da63-43da-a3c7-91910c28d8e0,2023-08-06 12:31:26,431.9,EUR,431.9,SEPA Credit Transfer,Completed,PL,RO,Financial Svcs,SME,PKOPPLPW201,XXXXXXXX699,True,0.86,False,2023,8,Aug,Sunday,12,3,31,True,False
e5d9b7d8-82a4-4a57-8dd2-b0d0ea033df0,2023-08-06 14:38:10,518.87,EUR,518.87,SEPA Direct Debit,Pending,PL,ES,SaaS / Software,Retail,PKOPPLPW212,SANESSS199,True,2.09,False,2023,8,Aug,Sunday,14,3,31,True,False
fb181aa4-1642-4255-b8e8-8f0c0d0f7973,2023-08-06 17:58:38,89.21,EUR,89.21,SEPA Credit Transfer,Completed,CZ,PL,Financial Svcs,Retail,XXXXXXXX948,PKOPPLPW542,True,0.37,False,2023,8,Aug,Sunday,17,3,31,True,False
36c3e57d-b486-426f-bf61-06e63acea490,2023-08-06 18:31:54,150.66,EUR,150.66,Card Payment,Completed,SE,RO,Logistics,SME,SWEDSESS283,XXXXXXXX116,True,2.57,False,2023,8,Aug,Sunday,18,3,31,True,False
9913d2a0-11ba-4259-ba8e-6c8af7d8bd24,2023-08-06 22:23:29,100.9,PLN,23.21,Card Payment,Completed,AT,HU,Retail,Corporate,XXXXXXXX527,XXXXXXXX757,True,17.47,False,2023,8,Aug,Sunday,22,3,31,True,True
ff1ee690-762c-4f4c-9db2-43d8c84aa43e,2023-08-07 00:23:32,1910.48,EUR,1910.48,SEPA Credit Transfer,Completed,IT,BE,SaaS / Software,SME,BCITITMM662,XXXXXXXX462,True,19.71,False,2023,8,Aug,Monday,0,3,32,False,True
ee64b079-f0ba-4504-ac94-315570f2c13b,2023-08-07 00:45:55,168.59,SEK,15.17,SEPA Credit Transfer,Completed,FR,BE,Retail,Retail,SOGEFRPP394,XXXXXXXX846,True,19.27,False,2023,8,Aug,Monday,0,3,32,False,True
e383efbe-9f83-40c5-8f04-0c93b989cd1c,2023-08-07 01:57:28,374.6,EUR,374.6,SEPA Credit Transfer,Completed,DK,HU,Retail,Retail,XXXXXXXX765,XXXXXXXX280,True,16.2,False,2023,8,Aug,Monday,1,3,32,False,True
de8e554e-479a-4053-a794-2272665d153b,2023-08-07 01:58:42,236.44,SEK,21.28,SEPA Credit Transfer,Completed,FR,AT,SaaS / Software,Retail,BNPAFRPP489,XXXXXXXX909,True,15.69,False,2023,8,Aug,Monday,1,3,32,False,True
69293702-24ba-40d6-9978-fbb8d66a13e7,2023-08-07 02:03:21,355.05,GBP,187606.94,SWIFT,Completed,RO,AE,Real Estate,Corporate,XXXXXXXX559,XXXXXXXX287,True,83.42,True,2023,8,Aug,Monday,2,3,32,False,True
af8f3c68-e3c3-4c0f-b473-f43143a5d104,2023-08-07 02:39:19,7655.35,GBP,171692.55,SWIFT,Completed,SE,HK,Retail,Retail,HANDSESS880,XXXXXXXX915,True,100.0,True,2023,8,Aug,Monday,2,3,32,False,True
698e58ec-7a36-491d-be2c-205e0922e21c,2023-08-07 03:08:32,74.94,EUR,74.94,SEPA Credit Transfer,Completed,DK,NL,Gambling,Retail,XXXXXXXX302,INGBNL2A761,True,42.0,False,2023,8,Aug,Monday,3,3,32,False,True
369a1ede-83c6-4bbe-8361-0dafc959d707,2023-08-07 03:15:08,50.15,EUR,50.15,Card Payment,Completed,RO,FR,Retail,Retail,XXXXXXXX882,BNPAFRPP950,True,18.41,False,2023,8,Aug,Monday,3,3,32,False,True
aa546961-4322-4deb-9d29-dc1f201e27dd,2023-08-07 03:36:29,25.07,SEK,2.26,Card Payment,Pending,IT,ES,Financial Svcs,Retail,BCITITMM391,CAIXESBB483,True,19.95,False,2023,8,Aug,Monday,3,3,32,False,True
88dee58d-a1aa-4316-9fff-f843dcc2a350,2023-08-07 03:55:46,223.32,EUR,223.32,SEPA Credit Transfer,Failed,ES,FI,Manufacturing,Retail,SANESSS461,XXXXXXXX997,True,29.35,False,2023,8,Aug,Monday,3,3,32,False,True
43c58d11-bf68-4fc9-a563-15a5e98b7dd9,2023-08-07 04:09:53,436.85,SEK,39.32,SEPA Credit Transfer,Completed,HU,DE,Financial Svcs,Retail,XXXXXXXX367,BYLADEM1615,True,19.75,False,2023,8,Aug,Monday,4,3,32,False,True
c7debcc6-e194-48fa-a975-df337b135dea,2023-08-07 06:36:54,1103.24,EUR,1103.24,SEPA Credit Transfer,Completed,PL,ES,Healthcare,Retail,BREXPLPW534,SANESSS785,True,0.84,False,2023,8,Aug,Monday,6,3,32,False,False
4e9bae94-20e3-4b58-b51b-ec4ad6e71d27,2023-08-07 06:56:43,3500.48,EUR,3500.48,SEPA Credit Transfer,Completed,BE,SE,Retail,Retail,XXXXXXXX686,SWEDSESS316,True,3.89,False,2023,8,Aug,Monday,6,3,32,False,False
8936f9dd-19b2-4159-af2b-d10d49b408d1,2023-08-07 07:45:44,427.52,EUR,427.52,SEPA Direct Debit,Failed,NL,AE,Real Estate,Retail,INGBNL2A697,XXXXXXXX269,True,31.9,False,2023,8,Aug,Monday,7,3,32,False,False
57cac250-c9eb-4c39-a27c-16e5d87cc430,2023-08-07 09:39:58,3500.6,EUR,3500.6,SEPA Direct Debit,Completed,BE,HU,Real Estate,Corporate,XXXXXXXX460,XXXXXXXX216,True,1.29,False,2023,8,Aug,Monday,9,3,32,False,False
21dcc32b-1dc0-4e77-9c32-f4c6a86a8824,2023-08-07 09:41:24,286.5,EUR,286.5,SEPA Credit Transfer,Completed,FR,FI,Real Estate,Retail,BNPAFRPP305,XXXXXXXX871,True,1.29,False,2023,8,Aug,Monday,9,3,32,False,False
826d82be-974b-438e-bf35-7b763c974420,2023-08-07 11:02:46,1203.93,GBP,1408.6,SEPA Credit Transfer,Completed,RO,IT,Retail,Retail,XXXXXXXX512,BNLIITRR899,True,1.81,False,2023,8,Aug,Monday,11,3,32,False,False
c22f96d1-5a7b-4382-b11e-e9bf3933334e,2023-08-07 12:48:14,96.87,EUR,96.87,SEPA Credit Transfer,Reversed,NL,AT,SaaS / Software,Retail,RABONL2U398,XXXXXXXX505,True,13.03,False,2023,8,Aug,Monday,12,3,32,False,False
3646866b-2c22-45c1-a76b-86fa56f08001,2023-08-07 13:43:36,63.64,EUR,63.64,SEPA Credit Transfer,Completed,FI,BE,Financial Svcs,Retail,XXXXXXXX327,XXXXXXXX603,True,1.28,False,2023,8,Aug,Monday,13,3,32,False,False
937bdca6-1b71-49cc-8bf3-0aa21cc2d69c,2023-08-07 15:51:55,2342.92,EUR,2342.92,SWIFT,Completed,AT,AE,Real Estate,Retail,XXXXXXXX490,XXXXXXXX941,True,41.46,False,2023,8,Aug,Monday,15,3,32,False,False
12ddb7ba-ebde-45ef-81b5-3600708afdd7,2023-08-07 17:36:58,10344.18,EUR,10344.18,SEPA Credit Transfer,Completed,RO,AT,Retail,Corporate,XXXXXXXX736,XXXXXXXX698,True,10.53,False,2023,8,Aug,Monday,17,3,32,False,False
075d1010-c334-42c6-814a-7147b5de0f3e,2023-08-07 19:49:51,47445.37,EUR,47445.37,SEPA Credit Transfer,Completed,DK,RO,Financial Svcs,Corporate,XXXXXXXX449,XXXXXXXX426,True,12.05,False,2023,8,Aug,Monday,19,3,32,False,False
69332f04-712b-4416-bad2-8564edf73c5f,2023-08-07 20:08:53,479.65,GBP,561.19,SEPA Direct Debit,Failed,DK,PT,Travel,SME,XXXXXXXX645,XXXXXXXX819,True,13.51,False,2023,8,Aug,Monday,20,3,32,False,False
4fbe5557-ea2e-453e-aa9b-8fbdbb5d1646,2023-08-07 20:11:30,4415.85,EUR,4415.85,SWIFT,Completed,FI,AE,Gambling,Retail,XXXXXXXX147,XXXXXXXX135,True,68.54,True,2023,8,Aug,Monday,20,3,32,False,False
10ce67c5-cbcb-4e0d-818f-fd28efad54ab,2023-08-07 20:19:03,1100.71,PLN,253.16,SEPA Credit Transfer,Completed,IT,DK,Financial Svcs,Corporate,BNLIITRR451,XXXXXXXX803,True,2.87,False,2023,8,Aug,Monday,20,3,32,False,False
988e301b-f4ba-4341-8466-f3f28c2eda51,2023-08-07 22:11:29,490.81,EUR,490.81,SEPA Direct Debit,Completed,SE,NL,Retail,Retail,SWEDSESS842,INGBNL2A319,True,15.32,False,2023,8,Aug,Monday,22,3,32,False,True
3c2f25f0-37da-4eb5-8fe9-b3e1e27cd089,2023-08-08 01:15:39,152.29,PLN,35.03,SEPA Credit Transfer,Completed,ES,BE,Healthcare,Retail,BBVAESBB423,XXXXXXXX532,True,18.58,False,2023,8,Aug,Tuesday,1,3,32,False,True
